Object Name,RA(deg),DEC(deg),Velocity,Redshift,Distance,Best Mag OLD,Abs Mag OLD,Photometry/Distance Note,General Note,Best mag_g,Best mag_r,Best mag_z,New Abs Mag,g_new - g_old,NED RI Distance,NED RI stdev ,NED Name,Source,RA_SDSS,Dec_SDSS,z_SDSS,plate,fiberID,URL,SDSS Spectrum Filename,specObjID,Nucl/extra,RA_HI,DEC_HI,RA_AA oc,DEC_AA oc,HI_OC Offset,AA_cz,Name,HI position,OC position,HI FWHM,HI Flux,S/N,rms,AA Dist,HI Mass,Observed?,4M,MDM,Lick,Palomar,HET,check,StarSub Spectrum Name,Spectrum Quality,SpecQual Note,EXP Time,,,Choice,modelMag_g,modelMag_r,modelMag_z,petroMag_g,petroRad_g,petroMag_r,petroRad_r,petroMag_z,petroRad_z,B_modelMag_g,B_modeMag_r,B_modelMag_z,B_petroMag_g,B_petroMag_r,B_petroMag_z,modg diff,modr diff,modz diff,petg diff,petr diff,petz diff,E(B-V),(PC - MC) g,(PC - MC) r,(PC - MC) z,Spectra Obtained,S/N ok?,ssub ok?,"AGN candidate? (1=yes, 2=maybe)"
114830.66+124347.2,177.12777,12.7298,3627.848745,0.0121013,56.6877,16.024052,-17.74339218,-,,15.993773,15.710675,15.817248,-17.77367118,-0.030279,,,,SDSS,177.12777,12.7298,0.0121013000607491,1609,437,http://das.sdss.org/spectro/1d_26/1609/1d/spSpec-53142-1609-437.fit,453121482512400384.fit,453121482512400384,n,177.1275,12.73361111,177.1279167,12.72972222,14.0762466,3629,068-072,114830.6+124401,114830.7+124347,158( 10),1.88(0.08),12.3,2.22,54.3,9.12,,,,,,,,t453121482512400384_ssub.fits,,,,,,MC,15.993773,15.710675,15.817248,16.034113,18.823986,15.693973,19.492363,22.503162,2.969573,15.993773,15.710675,15.817248,16.034113,15.693973,19.304642,0,0,0,0,0,-3.19852,,0.04,-0.02,6.69,,1,1,0
113233.19+141202.9,173.13833,14.20083,5293,0.017655692,79.58,16.91,-17.59,-,,16.770847,16.486685,16.239571,-17.733099,-0.143044,,,,SDSS,173.13833,14.20083,0.017655692,1755,319,http://das.sdss.org/spectro/1d_26/2533/1d/spSpec-53386-1755-319.fit,494217876589248512.fit,494217876589248512,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MC,16.770847,16.486685,16.239571,16.897188,3.087997,16.589478,3.183442,16.322361,3.22326,,,,,,,,,,,,,,0.13,0.10,0.08,,1,-,0
095058.82+104805.7,147.74511,10.80159,3183,0.010616,48.3199,15.678133,-17.74249713,-,,16.010197,15.662963,15.268855,-17.41043313,0.332064,,,SDSS J095058.82+104805.7,SDSS,147.74511,10.801591,0.0106084998697042,1306,405,http://das.sdss.org/spectro/1d_26/1306/1d/spSpec-52996-1306-405.fit,367833937369628672.fit,367833937369628672,n,147.7425,10.80305556,147.745,10.80138889,10.68432477,3153,,095058.2+104811,095058.8+104805,106(  9),1.58(0.07),15.3,2.23,48,8.93,,,,,,,,t367833937369628672_ssub.fits,,,,,,MC,16.010197,15.662963,15.268855,15.669693,2.9696,15.609969,10.87365,15.358583,9.533387,,,,,,,,,,,,,,-0.34,-0.05,0.09,,1,1,0
114346.11+134227.2,175.94216,13.70757,2920,0.00974,46.5273,16.446981,-16.89155825,-,,16.344797,15.58968,15.043206,-16.99374225,-0.102184,,,2MASX J11434609+1342273,SDSS,175.94216,13.707575,0.00974776037037373,1761,210,http://das.sdss.org/spectro/1d_26/1761/1d/spSpec-53376-1761-210.fit,495906683042660352.fit,495906683042660352,n,,,,,,,,,,,,,,,,,,,,,,,t495906683042660352_ssub.fits,,,,,,MC,16.344797,15.58968,15.043206,16.460539,7.157543,15.728405,6.911196,15.172752,6.663366,,,,,,,,,,,,,,0.12,0.14,0.13,,1,1,0
132733.56+114348.6,201.88987,11.73017,4243,0.014152,66.5909,17.291021,-16.82605342,-,,17.184584,16.864975,16.493288,-16.93249042,-0.106437,,,SDSS J132733.57+114348.6,SDSS,201.88989,11.73017,0.0141575001180172,1698,593,http://das.sdss.org/spectro/1d_26/1698/1d/spSpec-53146-1698-593.fit,478172773273829376.fit,478172773273829376,n,201.8879167,11.72388889,201.89,11.73027778,24.14386633,4228,,132733.1+114326,132733.6+114349,88(  2),1.29(0.07),12.8,2.4,62.5,9.08,,,,,,,,t478172773273829376_ssub.fits,,,,,,MC,17.184584,16.864975,16.493288,17.283127,14.784053,16.893673,16.025833,17.603662,11.150376,17.184584,16.864975,16.493288,17.283127,16.893673,17.047274,0,0,0,0,0,-0.556388,,0.10,0.03,1.11,,1,1,0
113913.54+150215.6,174.80642,15.03769,4177,0.013933,64.4421,17.201139,-16.84470942,-,,17.220377,16.943604,16.659018,-16.82547142,0.019238,,,SDSS J113913.54+150215.7,SDSS,174.80641,15.037701,0.0140108997002244,1755,516,http://das.sdss.org/spectro/1d_26/1755/1d/spSpec-53386-1755-516.fit,494217877415526400.fit,494217877415526400,n,174.8025,15.04083333,174.80625,15.03777778,17.05810652,4206,,113912.6+150227,113913.5+150216,159(  5),1.72(0.06),16.6,1.84,62.5,9.2,,,,,,,,t494217877415526400_ssub.fits,,,,,,MC,17.220377,16.943604,16.659018,17.213552,11.642038,17.017836,9.334711,16.404804,24.330454,,,,,,,,,,,,,,-0.01,0.07,-0.25,,1,1,0
102326.73+124855.9,155.86138,12.81553,2999,0.010004,46.4226,16.828535,-16.505112,-,,16.567905,16.243406,16.008217,-16.7657423,-0.26063,,,MCG +02-27-005 NED02,SDSS,155.86136,12.815533,0.00995540991425514,1746,110,http://das.sdss.org/spectro/1d_26/1746/1d/spSpec-53062-1746-110.fit,491683209352839168.fit,491683209352839168,n,,,,,,,,,,,,,,,,observed,,,,,,,,,,,,,MC,16.567905,16.243406,16.008217,16.828535,9.441882,16.409842,10.507358,16.287544,9.58357,15.361297,14.464825,13.663519,15.508221,14.594139,13.839684,-1.206608,-1.778581,-2.344698,-1.320314,-1.815703,-2.44786,0.04,0.26,0.17,0.28,102327+124856.fits,1,1,0
103612.79+132658.3,159.0533,13.44954,2956,0.00986,45.9179,16.885736,-16.42417409,-,,16.668648,16.343763,16.021437,-16.64126209,-0.217088,,,UGC 05758,SDSS,159.05277,13.45026,0.00979814026504755,1748,440,http://das.sdss.org/spectro/1d_26/1748/1d/spSpec-53112-1748-440.fit,492246375438745600.fit,492246375438745600,n,159.0529167,13.4475,159.0529167,13.44916667,6,2957,,103612.7+132651,103612.7+132657,121(  4),1.27(0.06),11.9,2.17,45,8.78,,,,,,,,t492246375438745600_ssub.fits,,,,,,MC,16.668648,16.343763,16.021437,16.893566,20.911888,16.49213,19.866625,16.332722,43.76442,,,,,,,,,,,,,,0.22,0.15,0.31,,1,1,0
114608.95+125246.5,176.53733,12.87961,3290,0.010974,51.8037,17.377729,-16.194075,-,,17.031616,16.655849,16.42156,-16.5401879,-0.346113,,,FGC 1303,SDSS,176.53734,12.8796,0.0110515002161264,1608,548,http://das.sdss.org/spectro/1d_26/1608/1d/spSpec-53138-1608-548.fit,452839990821388288.fit,452839990821388288,n,176.5383333,12.875,176.5375,12.87944444,16.26508503,3296,FGC1303,114609.2+125230,114609.0+125246,146(  6),1.57(0.06),15.9,1.71,49.6,8.96,"4M2010 N2 45, 46","4M2010 N2 45, 46",,,,,,t452839990821388288_ssub.fits,,,,,,MC,17.031616,16.655849,16.42156,17.377729,15.78797,16.883282,27.92798,16.948036,14.385783,,,,,,,,,,,,,0.031,0.35,0.23,0.53,114609+125246.fits,0,1,0
112306.79+135312.5,170.77833,13.88683,4204,0.014023,64.1512,17.451157,-16.58486692,-,,17.499746,17.073496,16.603199,-16.53627792,0.048589,,,SDSS J112306.80+135312.6,SDSS,170.77836,13.886822,0.0139809995889664,1753,138,http://das.sdss.org/spectro/1d_26/1753/1d/spSpec-53383-1753-138.fit,493654912991756288.fit,493654912991756288,n,170.7741667,13.88055556,170.7783333,13.88666667,26.38267198,4169,,112305.8+135250,112306.8+135312,161(  6),0.72(0.05),8.1,1.55,62,8.81,,,,,,,,t493654912991756288_ssub.fits,,,,,,MC,17.499746,17.073496,16.603199,17.473442,9.373933,17.082998,8.687325,16.592041,26.334322,,,,,,,,,,,,,,-0.03,0.01,-0.01,,1,1,0
100733.19+130623.6,151.8883,13.10656,2981,0.009944,45.9023,16.90057,-16.408602,-,,16.812515,16.43038,16.406494,-16.49665724,-0.088055,,,LSBC D637-18,SDSS,151.8883,13.106561,0.0101244002580643,1745,346,http://das.sdss.org/spectro/1d_26/1745/1d/spSpec-53061-1745-346.fit,491401731071016960.fit,491401731071016960,n,151.89,13.10833333,151.8883333,13.10666667,8.375474472,2739,D637-18,100733.6+130630,100733.2+130624,36(  2),1.89(0.04),31.3,2.2,41.9,8.89,"4M2010 N1 33, 34","4M2010 N1 33, 34",,,,,,t491401731071016960_ssub.fits,,,,,,MC,16.812515,16.43038,16.406494,16.90057,19.688232,16.448521,19.393791,17.072371,13.758009,,,,,,,,,,,,,0.037,0.09,0.02,0.67,100733+130624.fits,0,1,0
093959.76+102726.2,144.99904,10.45728,2909,0.009705,44.348,17.073294,-16.16107619,-,,16.87174,16.77529,16.77846,-16.36263019,-0.201554,,,SDSS J093959.76+102726.1,SDSS,144.99904,10.457276,0.00977141968905926,1304,629,http://das.sdss.org/spectro/1d_26/1304/1d/spSpec-52993-1304-629.fit,367270975470829568.fit,367270975470829568,n,,,,,,,,,,,,,,,,,,,,,,,t367270975470829568_ssub.fits,,,,,,MC,16.87174,16.77529,16.77846,17.068127,5.341329,17.000179,5.599728,17.030552,4.87415,,,,,,,,,,,,,,0.20,0.22,0.25,,1,1,0
101717.57+123951.0,154.32321,12.66417,5189,0.017309,76.634,18.162426,-16.25968147,-,,18.087475,17.672007,17.831177,-16.33463247,-0.074951,,,SDSS J101717.57+123951.0,SDSS,154.32321,12.664172,0.0173183009028435,1745,33,http://das.sdss.org/spectro/1d_26/1745/1d/spSpec-53061-1745-033.fit,491401729758199808.fit,491401729758199808,n,,,,,,,,,,,,,,,,,,,,,,,t491401729758199808_ssub.fits,,,,,,MC,18.087475,17.672007,17.831177,18.175726,11.465674,17.62619,12.076031,22.626518,4.374772,18.087475,17.672007,17.831177,18.175726,17.62619,18.127167,0,0,0,0,0,-4.499351,,0.09,-0.05,4.80,,1,1,0
111025.22+100731.1,167.60511,10.12532,1304,0.00435,26.9804,16.07305,-16.08219192,-,,15.919792,15.634463,15.50988,-16.23544992,-0.153258,,,CGCG 067-022,SDSS,167.60507,10.12534,0.00503590982407331,1221,523,http://das.sdss.org/spectro/1d_26/1221/1d/spSpec-52751-1221-523.fit,343907512577163264.fit,343907512577163264,n,167.6058333,10.12277778,167.6045833,10.12611111,12.79156973,1320,067-022,111025.4+100722,111025.1+100734,60(  3),3.02(0.07),25.1,2.27,17.5,8.34,,,,,,,,t343907512577163264_ssub.fits,,,,,,MC,15.919792,15.634463,15.50988,16.085279,19.93988,15.748737,22.169373,15.913846,43.766449,,,,,,,,,,,,,,0.17,0.11,0.40,,1,1,0
114817.89+124333.1,177.07455,12.72588,4167,0.0139,63.7344,17.892416,-16.12945351,-,,17.843439,17.429049,17.079491,-16.17843051,-0.048977,,,SDSS J114817.89+124333.1,SDSS,177.07455,12.725879,0.0137603003531694,1608,586,http://das.sdss.org/spectro/1d_26/1608/1d/spSpec-53138-1608-586.fit,452839990980771840.fit,452839990980771840,n,177.0704167,12.725,177.0745833,12.72583333,14.93594276,3955,,114816.9+124330,114817.9+124333,192( 19),4.30(0.09),31.1,2.23,58.9,9.55,,,,,,,,t452839990980771840_ssub.fits,,,,,,MC,17.843439,17.429049,17.079491,17.902901,8.340504,17.436592,18.01967,17.397678,7.493538,,,,,,,,,,,,,,0.06,0.01,0.32,,0,1,0
114443.48+111226.3,176.18117,11.20731,2951,0.009842,46.6938,17.227182,-16.11911409,-,,17.206015,16.94009,16.844038,-16.14028109,-0.021167,,,SDSS J114443.48+111226.3,SDSS,176.18118,11.207314,0.00981449987739325,1608,90,http://das.sdss.org/spectro/1d_26/1608/1d/spSpec-53138-1608-090.fit,452839988900397056.fit,452839988900397056,n,176.1825,11.2,176.18125,11.20722222,26.3720599,2956,,114443.8+111200,114443.5+111226,92(  6),1.42(0.07),13.3,2.49,44.7,8.83,,,,,,,,t452839988900397056_ssub.fits,,,,,,MC,17.206015,16.94009,16.844038,17.211639,12.294694,16.99641,11.659725,17.38826,8.428149,17.206015,16.94009,16.844038,17.211639,16.99641,17.201599,0,0,0,0,0,-0.186661,,0.01,0.06,0.54,,1,1,0
103230.97+143902.0,158.12908,14.65058,3160,0.010541,49.2602,17.969292,-15.49318885,-,,17.475439,17.199711,16.986979,-15.98704185,-0.493853,,,LSBC F638-03,SDSS,158.12908,14.65058,0.0106229996308684,2592,86,http://das.sdss.org/spectro/1d_26/2592/1d/spSpec-54178-2592-086.fit,729815832732893184.fit,729815832732893184,n,158.1241667,14.65138889,158.1291667,14.64972222,18.41938433,3160,,103229.8+143905,103231.0+143859,38(  2),2.03(0.05),31.2,2.32,47.9,9.04,,,,,,,,t729815832732893184_ssub.fits,,,,,,MC,17.475439,17.199711,16.986979,17.969292,2.96965,17.11838,43.770199,19.428394,11.658027,,,,,,,,,,,,,,0.49,-0.08,2.44,,0,1,0
104856.87+121141.7,162.23696,12.19492,1430,0.00477,25.3727,16.349726,-15.672107,-,,16.367825,16.189016,16.159363,-15.65400842,0.018099,,,MRK 1263,SDSS,162.23729,12.193901,0.00440941983833909,1601,547,http://das.sdss.org/spectro/1d_26/1601/1d/spSpec-53115-1601-547.fit,450869567195971584.fit,450869567195971584,n,162.235,12.1975,162.2366667,12.19444444,12.46568706,1321,066-025,104856.4+121151,104856.8+121140,125(  9),4.75(0.07),42.6,2.22,17.5,8.53,,,,,,,,,,,,,,MC,16.367825,16.189016,16.159363,16.349726,8.440818,16.134649,8.715331,15.993361,10.740314,16.004604,15.975317,16.159363,16.314571,16.134649,15.993361,-0.363221,-0.213699,0,-0.035155,0,0,,-0.02,-0.05,-0.17,,1,-,0
111938.65+112643.2,169.91108,11.44536,3054,0.010186,48.1458,17.99626,-15.41653204,-,,18.084192,17.791874,17.652664,-15.32860004,0.087932,,,SDSS J111938.66+112643.3,SDSS,169.91109,11.445371,0.0102257002145052,1605,131,http://das.sdss.org/spectro/1d_26/1605/1d/spSpec-53062-1605-131.fit,451995237724717056.fit,451995237724717056,n,169.9108333,11.44055556,169.91125,11.44527778,17.0634534,3029,,111938.6+112626,111938.7+112643,90( 21),0.79(0.07),8.6,2.14,45.9,8.59,,,,,,,,t451995237724717056_ssub.fits,,,,,,MC,18.084192,17.791874,17.652664,18.009167,9.836352,17.770344,18.021935,17.863047,7.85047,,,,,,,,,,,,,,-0.08,-0.02,0.21,,1,1,0
111719.09+112655.7,169.329563,11.44881091,3059,0.010203809,48.0611,18.148254,-15.26071453,-,sdss high z spectrum,18.148254,17.566626,17.682655,-15.26071453,0,,,,SDSS,,,,,,http://das.sdss.org/spectro/1d_26/1605/1d/spSpec-53062-1605-249.fit,451995238219644928.fit,451995238219644928,n,169.3320833,11.44361111,169.3295833,11.44888889,20.94779408,3059,,111719.7+112637,111719.1+112656,43(  8),0.40(0.05),6,2.22,46.3,8.31,,,,,,,,,B+?,,3900,,,MC,18.009569,17.467281,17.682655,18.148254,14.054523,17.566626,15.437403,26.778229,7.496947,18.009569,17.467281,17.682655,18.148254,17.566626,18.861593,0,0,0,0,0,-7.916636,,0.14,0.10,9.10,,0,-,0
104226.51+135725.7,160.61046,13.95715,1493,0.004979,26.2008,17.141045,-14.950528,-,,17.085691,16.649612,16.326935,-15.00588176,-0.055354,,,SDSS J104226.51+135725.7,SDSS,160.61046,13.957149,0.00490349996834993,1748,639,http://das.sdss.org/spectro/1d_26/1748/1d/spSpec-53112-1748-639.fit,492246376273412096.fit,492246376273412096,n,160.6179167,13.95222222,160.6104167,13.95722222,31.79000666,1277,,104228.3+135708,104226.5+135726,41(  4),0.54(0.04),8.7,2.13,17.5,7.59,"4M2010 N3 40, 41","4M2010 N3 40, 41",,,,,,t492246376273412096_ssub.fits,,,,,,MC,17.085691,16.649612,16.326935,17.141045,18.543461,16.715652,18.063141,16.264309,43.772919,,,,,,,,,,,,,0.03,0.06,0.07,-0.06,104226+135725.fits,0,1,0
110426.47+114522.8,166.11033,11.75636,982,0.003274,13.4289,16.236681,-14.4035212,-,,16.053322,15.821008,15.512326,-14.5868802,-0.183359,,,CGCG 066-109,SDSS,166.11034,11.756356,0.00325060007162392,1603,160,http://das.sdss.org/spectro/1d_26/1603/1d/spSpec-53119-1603-160.fit,451432532706066432.fit,451432532706066432,n,166.1095833,11.75611111,166.11,11.75583333,1.776682076,777,066-109,110426.3+114522,110426.4+114521,44(  3),1.98(0.04),42.2,1.55,11.1,7.76,,,,,,,,t451432532706066432_ssub.fits,,,,,,MC,16.053322,15.821008,15.512326,16.236681,25.36816,15.96439,43.770294,15.781495,24.467134,,,,,,,,,,,,,,0.18,0.14,0.27,,1,1,0
105738.15+135844.5,164.40896,13.97903,1217,0.004061,22.2925,17.497749,-14.24304488,-,,17.414364,17.212948,17.913658,-14.32642988,-0.083385,,,LSBC F640-V02,SDSS,164.40895,13.979035,0.00420957012102008,1750,120,http://das.sdss.org/spectro/1d_26/1750/1d/spSpec-53358-1750-120.fit,492810380611944448.fit,492810380611944448,n,164.4095833,13.97527778,164.4091667,13.97833333,11.09588859,1238,F640-V02,105738.3+135831,105738.2+135842,92(  2),3.02(0.05),36.2,1.93,17.5,8.34,,,,,,,,t492810380611944448_ssub.fits,,,,,,MB,17.414364,17.212948,18.183151,17.506929,16.88269,17.405216,27.926847,26.374249,3.725488,17.414364,17.212948,17.913658,17.506929,17.405216,19.093815,0,0,-0.269493,0,0,-7.280434,,0.09,0.19,8.19,,1,1,0
104641.31+121937.3,161.67216,12.32705,1013,0.003378,15.4298,17.047915,-13.893886,-,,17.047915,16.530931,16.2722,-13.89388648,0,,,SDSS J104641.31+121937.3,SDSS,161.67216,12.327047,0.00326874991878867,1601,412,http://das.sdss.org/spectro/1d_26/1601/1d/spSpec-53115-1601-412.fit,450869566629740544.fit,450869566629740544,n,,,,,,,,,,,,,,,,,,,,,,,t450869566629740544_ssub.fits,,,,,,PC,16.977373,16.422668,15.979165,17.047915,21.517954,16.530931,20.619165,16.2722,19.050865,,,,,,,,,,,,,,0.07,0.11,0.29,,0,1,0
104252.43+134427.8,160.71846,13.74108,1145,0.00382,17.0225,17.380201,-13.77491571,-,,17.365444,16.948309,16.506798,-13.78967271,-0.014757,,,SDSS J104252.43+134427.9,SDSS,160.71847,13.741072,0.00392941012978554,1749,304,http://das.sdss.org/spectro/1d_26/1749/1d/spSpec-53357-1749-304.fit,492528902112018432.fit,492528902112018432,n,,,,,,,,,,,,,,,,,,,,,,,t492528902112018432_ssub.fits,,,,,,PC,17.378054,16.95743,16.652676,17.365444,7.718216,16.948309,7.85218,16.506798,9.868259,,,,,,,,,,,,,,-0.01,-0.01,-0.15,,1,1,0
105219.50+110235.5,163.08129,11.04321,824,0.002748,9.55265,16.147379,-13.75324,-,,16.147379,15.537324,15.178534,-13.75324033,0,,,SDSS J105219.51+110235.5,SDSS,163.08129,11.043211,0.00276485993526876,1601,24,http://das.sdss.org/spectro/1d_26/1601/1d/spSpec-53115-1601-024.fit,450869565002350592.fit,450869565002350592,n,,,,,,,,,,,,,,,,,,,,,,,t450869565002350592_ssub.fits,,,,,,PC,16.057983,15.471287,14.986833,16.147379,18.684879,15.537324,18.386923,15.178534,17.561104,,,,,,,,,,,,,,0.09,0.07,0.19,,0,1,0
134716.00+131037.8,206.81667,13.17717,1094,0.00365,21.6882,18.311897,-13.36922055,-,,17.977118,17.653311,17.35359,-13.70399955,-0.334779,,,SDSS J134716.00+131037.8,SDSS,206.81664,13.177171,0.00364757003262639,1777,300,http://das.sdss.org/spectro/1d_26/1777/1d/spSpec-53857-1777-300.fit,500412348926787584.fit,500412348926787584,n,206.8120833,13.18388889,206.8166667,13.17722222,28.88070013,1093,,134714.9+131102,134716.0+131038,36(  1),0.46(0.04),7.5,1.81,21.2,7.69,,,,,,,,t500412348926787584_ssub.fits,,,,,,MC,17.977118,17.653311,17.35359,18.315273,10.23695,17.803535,11.894552,17.166708,27.919933,,,,,,,,,,,,,,0.34,0.15,-0.19,,1,1,0
103405.40+154650.1,158.52251,15.780596,1221.866094,0.00407574,21.4773,18.006153,-13.65374542,-,,18.006153,17.67345,17.449348,-13.65374542,0,,,,SDSS,158.52251,15.780596,0.00407573999837041,2594,295,http://das.sdss.org/spectro/1d_26/2594/1d/spSpec-54177-2594-295.fit,730378779267956736.fit,730378779267956736,n,158.5266667,15.78555556,158.5233333,15.78055556,21.38566484,1218,,103406.4+154708,103405.6+154650,114(  4),1.10(0.06),10,2.31,20.3,8.03,,,,,,,,t730378779267956736_ssub.fits,,,,,,PC,18.009068,17.718264,17.501453,18.006153,7.626494,17.67345,8.516971,17.449348,7.182202,,,,,,,,,,,,,,0.00,-0.04,-0.05,,1,1,0
103456.13+112932.6,158.73388,11.49239,1024,0.003415,15.8145,17.475294,-13.519983,-,,17.475294,17.116936,17.296858,-13.51998333,0,,,SDSS J103456.13+112932.6,SDSS,158.73388,11.492377,0.00343306991271675,1600,426,http://das.sdss.org/spectro/1d_26/1600/1d/spSpec-53090-1600-426.fit,450587984337567744.fit,450587984337567744,n,158.735,11.48194444,158.73375,11.49222222,37.26186919,1177,,103456.4+112855,103456.1+112932,62( 12),0.67(0.06),6.2,2.35,11.1,7.29,,,,,,,,t450587984337567744_ssub.fits,,,,,,PC,17.308615,17.003403,16.998852,17.475294,10.225746,17.116936,11.960549,17.296858,9.706685,,,,,,,,,,,,,,0.17,0.11,0.30,,0,1,0
114056.75+140427.1,175.23646,14.07422,944,0.003148,8.96743,16.305397,-13.457943,-,,16.305397,15.885527,15.588767,-13.45794298,0,,,SDSS J114056.75+140427.2,SDSS,175.23642,14.074218,0.00325969001278281,1755,35,http://das.sdss.org/spectro/1d_26/1755/1d/spSpec-53386-1755-035.fit,494217875398066176.fit,494217875398066176,n,175.2370833,14.07111111,175.2358333,14.07472222,13.71323152,909,,114056.9+140416,114056.6+140429,110(  3),1.71(0.05),20.3,1.79,10.7,7.66,,,,,,,,t494217875398066176_ssub.fits,,,,,,PC,16.274405,15.805188,15.421544,16.305397,16.934336,15.885527,15.999213,15.588767,14.86364,,,,,,,,,,,,,,0.03,0.08,0.17,,1,1,0
111516.15+144154.9,168.81733,14.69861,1092,0.003642,18.7095,18.004854,-13.355457,-,,18.004854,17.665836,17.422998,-13.35545691,0,,,SDSS J111516.15+144154.9,SDSS,168.81733,14.698611,0.00365582993254066,1752,517,http://das.sdss.org/spectro/1d_26/1752/1d/spSpec-53379-1752-517.fit,493373422424817664.fit,493373422424817664,n,,,,,,,,,,,,,,,,,,,,,,,t493373422424817664_ssub.fits,,,,,,PC,17.879398,17.691532,17.419094,18.004854,8.275141,17.665836,9.832038,17.422998,9.429397,,,,,,,,,,,,,,0.13,-0.03,0.00,,0,1,0
115002.73+150123.4,177.51139,15.023189,747.4154556,0.00249313,5.14691,15.15206,-13.40567287,-,,15.251143,15.171286,15.267538,-13.30658987,0.099083,,,,SDSS,177.51139,15.023189,0.00249313004314899,1761,636,http://das.sdss.org/spectro/1d_26/1761/1d/spSpec-53376-1761-636.fit,495906684829433856.fit,495906684829433856,n,177.5108333,15.02555556,177.51125,15.02333333,8.130116759,756,097-159,115002.6+150132,115002.7+150124,47(  3),1.62(0.05),18.2,1.85,8.6,7.45,,,,,,,,t495906684829433856_ssub.fits,,,,,,PC,15.15206,15.06354,15.454707,15.251143,3.95034,15.171286,7.148654,15.267538,10.000869,,,,,,,,,,,,,,0.10,0.11,-0.19,,1,1,0
112319.07+133747.2,170.82949,13.62978,708,0.002361,6.18307,15.651504,-13.304517,-,,15.651504,14.987424,14.940639,-13.30451682,0,,,IC 2787,SDSS,170.82949,13.629783,0.00237829005345702,1753,100,http://das.sdss.org/spectro/1d_26/1753/1d/spSpec-53383-1753-100.fit,493654912832372736.fit,493654912832372736,n,,,,,,,,,,,,,,,,,,,,,,,t493654912832372736_ssub.fits,,,,,,PC,15.512741,14.962717,14.663612,15.651504,24.37142,14.987424,25.608322,14.940639,22.791477,,,,,,,,,,,,,,0.14,0.02,0.28,,0,1,0
115055.98+143541.3,177.73329,14.59483,1009,0.003364,6.88247,15.880353,-13.30836864,-,,15.891359,15.76906,15.77622,-13.29736264,0.011006,,,CGCG 097-163,SDSS,177.7333,14.594843,0.00323269004002213,1762,180,http://das.sdss.org/spectro/1d_26/1762/1d/spSpec-53415-1762-180.fit,496188325397266432.fit,496188325397266432,n,,,,,,,,,,,,,,,,,,,,,,,t496188325397266432_ssub.fits,,,,,,PC,15.997197,15.854848,15.683249,15.891359,13.939471,15.76906,14.759315,15.77622,15.262753,15.997197,15.816684,15.121916,15.891359,15.76906,15.190312,0,-0.038164,-0.561333,0,0,-0.585908,,-0.11,-0.09,0.09,,1,1,0
111842.18+123341.7,169.67578,12.561608,979.2040994,0.0032663,12.8515,17.32342,-13.221349,-,,17.32342,16.730448,16.32156,-13.2213491,0,,,,SDSS,169.67578,12.561608,0.00326630007475615,1605,400,http://das.sdss.org/spectro/1d_26/1605/1d/spSpec-53062-1605-400.fit,451995238852984832.fit,451995238852984832,n,,,,,,,,,,,,,,,,,,,,,,,t451995238852984832_ssub.fits,,,,,,PC,17.216438,16.605263,16.29838,17.32342,17.193485,16.730448,16.731777,16.32156,17.646317,,,,,,,,,,,,,,0.11,0.13,0.02,,0,1,0
111914.39+115707.8,169.80996,11.95217,894,0.002982,9.64272,17.118773,-12.80222478,-,,16.765966,16.376446,16.724974,-13.15503178,-0.352807,,,IC 2715,SDSS,169.80996,11.952158,0.00298238010145724,1605,195,http://das.sdss.org/spectro/1d_26/1605/1d/spSpec-53062-1605-195.fit,451995237993152512.fit,451995237993152512,n,169.8104167,11.95305556,169.81,11.95194444,4.260691972,861,I2715,111914.5+115711,111914.4+115707,51(  2),3.31(0.05),47,2.17,10.7,7.95,,,,,,,,t451995237993152512_ssub.fits,,,,,,MC,16.765966,16.376446,16.724974,17.132597,17.752007,16.520008,23.642544,16.904596,43.759491,,,,,,,,,,,,,,0.37,0.14,0.18,,0,1,0
105204.79+150149.6,163.01997,15.03046,828,0.002763,10.1607,17.082676,-12.951942,-,,17.05287,16.443533,16.180971,-12.98174814,-0.029806,,,SDSS J105204.79+150149.6,SDSS,163.01997,15.030458,0.00283729005604982,1750,328,http://das.sdss.org/spectro/1d_26/1750/1d/spSpec-53358-1750-328.fit,492810381484359680.fit,492810381484359680,n,,,,,,,,,,,,,,,,,,,,,,,t492810381484359680_ssub.fits,,,,,,MC,17.05287,16.443533,16.180971,17.082676,16.102726,16.462917,16.318443,16.469112,11.936328,,,,,,,,,,,,,,0.03,0.02,0.29,,0,1,0
